"Equipment_ID","Facility_Code","Type","Library_ID","Model","Manufacturer","Serial_Number","Power_Source","RefrigerAnt","CFC_Free","Gross_Refr_Volume","Net_Refr_Volume","Gross_Freezer_Volume","Net_Freezer_Volume","Year","Condition","Status","No_Monitor","Dial_Thermometer","Stem_Thermometer","Fridge_Tag","No_Spare_Parts","No_Finance","No_Fuel","Need_to_Board_Off","Days_Above_8","Days_Below_2"
"R-000915","04-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000917","04-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000027","02-7","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Working_well","In_use",,,,,,,,,,
"R-000918","04-85","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000920","04-86","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000926","04-89","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000935","05-2","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000941","05-4","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000946","05-7","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000950","05-9","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000956","05-11","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000962","05-15","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000989","05-27","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001242","06-20","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Not_working","In_use",,,,,,,,,,
"R-001344","06-76","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001113","05-98","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-001214","06-2","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000998","05-32","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001002","05-33","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001020","05-42","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001024","05-44","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001027","05-46","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001045","05-58","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001047","05-59","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001053","05-62","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001062","05-66","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001065","05-69","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001280","0498-0007","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-001435","06-119","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-001442","06-123","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000038","02-16","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001066","05-69","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001071","05-70","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001072","05-71","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001074","05-73","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001077","05-76","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001087","05-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001089","05-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001101","05-91","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001107","05-95","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001118","05-99","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001120","05-100","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000383","03-119","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-000442","01-8","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-000617","01-94","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001123","05-101","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001128","05-103","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001130","05-104","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001133","05-105","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001138","05-106","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001139","05-107","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001148","05-109","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001151","05-110","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001161","05-114","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001179","05-125","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001184","05-129","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001193","05-132","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000655","01-109","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-000705","01-130","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001210","06-1","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001222","06-6","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001224","06-7","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001227","06-9","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001230","06-12","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001233","06-13","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001237","06-17","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001239","06-18","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001240","06-19","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001244","06-21","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001245","06-22","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000792","04-27","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-000849","04-52","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001336","06-73","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001247","06-24","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001256","06-31","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001257","06-32","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001258","06-33","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001260","06-34","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001264","06-37","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001265","06-38","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001269","06-40","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001273","06-42","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001274","06-43","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001296","06-52","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001298","06-53","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001301","06-55","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000058","02-27","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
"R-001305","06-57","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001316","06-61","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001319","06-64","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001326","06-67","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001328","06-69","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001329","06-70","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001354","06-81","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000214","03-12","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Not_working","Not_in_use",,,,,,,,,,
"R-001339","06-74","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1982,"Not_working","Not_in_use",,,,,,,,,,
"R-001337","06-74","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1982,"Working_well","In_use",,,,,,,,,,
"R-001160","05-114","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1986,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000379","03-119","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1990,"Working_well","In_use",,,,,,,,,,
"R-000441","01-8","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1991,"Not_working","Not_in_use",,,,,,,,,,
"R-000711","01-131","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1993,"Not_working","Not_in_use",,,,,,,,,,
"R-000191","03-1","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1994,"Working_well","In_use",,,,,,,,,,
"R-000822","04-41","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1995,"Not_working","Not_in_use",,,,,,,,,,
"R-000821","04-41","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1995,"Working_well","In_use",,,,,,,,,,
"R-001067","05-69","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1995,"Not_working","Not_in_use",,,,,,,,,,
"R-000883","04-70","CFAC","B001","HF506","Vestfrost",,"E","R134A","Yes",0,0,464,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001281","0498-0007","CFAC","B001","HF506","Vestfrost",,"E","R134A","Yes",0,0,464,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000976","05-21","CFAC","E396M","MF_114","Vestfrost",,"E","R134A","Yes",0,0,111,72,1999,"Working_well","In_use",,,,,,,,,,
"R-000197","03-2","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1996,"Working_well","In_use",,,,,,,,,,
"R-000205","03-8","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1996,"Working_well","In_use",,,,,,,,,,
"R-000949","05-8","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1996,"Not_working","Not_in_use",,,,,,,,,,
"R-000385","03-120","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000717","01-133","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000825","04-43","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-000829","04-44","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-000876","04-67","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Working_well","In_use",,,,,,,,,,
"R-001152","05-110","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1998,"Working_well","In_use",,,,,,,,,,
"R-000384","03-120","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000666","01-114","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-001016","05-39","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2000,"Working_well","In_use",,,,,,,,,,
"R-000716","01-133","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1980,"Not_working","Not_in_use",,,,,,,,,,
"R-000015","02-1","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000668","01-115","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-000826","04-43","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-000827","04-44","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Working_well","In_use",,,,,,,,,,
"R-000867","04-61","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Working_well","In_use",,,,,,,,,,
"R-001175","05-123","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1998,"Not_working","Not_in_use",,,,,,,,,,
"R-000208","03-10","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1998,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000008","02-70","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000024","02-4","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000064","02-30","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000084","02-39","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000090","02-40","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000994","05-30","CFAC","E396M","MF_114","Vestfrost",,"E","R134A","Yes",0,0,111,72,2009,"Working_well","In_use",,,,,,,,,,
"R-001253","06-28","CFAC","E396M","MF_114","Vestfrost",,"E","R134A","Yes",0,0,111,72,2009,"Working_well","In_use",,,,,,,,,,
"R-000215","03-13","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,1998,"Working_well","In_use",,,,,,,,,,
"R-000092","02-41","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000094","02-42","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000097","02-44","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000099","02-45","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000112","02-49","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000138","02-65","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000158","02-77","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000169","02-82","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000173","02-83","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000179","02-85","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000183","02-86","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000276","03-56","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000790","04-27","CFAC","E396M","MF_114","Vestfrost",,"E","R134A","Yes",0,0,111,72,2010,"Working_well","In_use",,,,,,,,,,
"R-000529","01-50","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000285","03-59","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000288","03-61","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000291","03-63","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000295","03-65","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000375","03-116","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000397","03-125","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000429","01-1","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000431","01-2","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000435","01-5","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000444","01-9","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000451","01-12","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000454","01-13","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000524","01-46","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1988,"Not_working","Not_in_use",,,,,,,,,,
"R-000458","01-14","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000463","01-16","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000465","01-17","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000469","01-19","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000476","01-24","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Working_well","In_use",,,,,,,,,,
"R-000481","01-25","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,1999,"Not_working","Not_in_use",,,,,,,,,,
